ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Tianjin Polytechnic University,40575,Tianjin,,China,Yongjiang Xue,B,Successful Participant
Chengdu University of Technology,40577,Chengdu,Sichuan,China,Yulan Wang,A,Successful Participant
Tianjin University,40578,Tianjin,,China,zhou fang,A,Meritorious
Central University of Finance and Ecomomics,40579,Beijing,,China,Xiaoming Fan,C,Successful Participant
Wuhan University,40580,Wuhan,Hubei,China,Aijiao Deng,A,Successful Participant
Southwestern University of Finance and economics,40581,Chengdu,Sichuan,China,Chuan Ding,A,Honorable Mention
Tsinghua University,40582,Beijing,Beijing,China,Jun Ye,D,Honorable Mention
Huazhong University of Science and Technology,40583,Wuhan,Hubei,China,Xinjiang Gu,A,Successful Participant
TianJin University,40584,Tianjin,Tianjin,China,Liangfu Lv,B,Honorable Mention
Shandong University,40585,Jinan,Shandong Province,China,Baodong LIU,D,Meritorious
Civil Aviation University of China,40586,Tianjin,Tianjin,China,Jing Guan,A,Successful Participant
Chongqing University of Science and Technology,40587,Chongqing,,China,Hengjie Chen,A,Honorable Mention
Shandong University,40588,Jinan,Shandong Province,China,Baodong LIU,A,Honorable Mention
Chongqing University of Science and Technology,40589,Chongqing,,China,Hengjie Chen,B,Successful Participant
Shandong University,40590,Jinan,Shandong Province,China,Baodong Liu,A,Honorable Mention
China University of Petroleum,40591,beijing,beijing,China,haichao chen,A,Successful Participant
Shandong University,40592,Jinan,Shandong Province,China,Baodong LIU,B,Honorable Mention
Jilin University,40593,Changchun,Jilin,China,Cao Yang,A,Honorable Mention
mathematics and systems science institute,40594,Beijing,Beijing,China,haoxiang Zhang,A,Successful Participant
University of International Business and Economics,40595,Beijing,,China,Zhang li zhuo,A,Honorable Mention
Shenyang Normal University,40596,Shenyang,Liaoning,China,Yuzhong Liu,B,Successful Participant
Beihang Univeristy,40598,Beijing,Beijing,China,Shuai Li,A,Successful Participant
Guangdong University of Foreign Studies,40599,Guangzhou,,China,Yi Zhang,D,Honorable Mention
Ocean University of China,40600,Qingdao,Shandong,China,Xiang Gao,A,Successful Participant
TongJi University,40601,Shanghai,Shanghai,China,Fan Hong Fei,A,Successful Participant
Beihang Univeristy,40602,Beijing,Beijing,China,Binghui Guo,B,Honorable Mention
Renmin University of China,40603,Beijing,Beijing,China,Jinwu Gao,A,Successful Participant
Guangdong University of Technology,40604,Guangzhou,Guangdong,China,Xiaoming Xiong,A,Honorable Mention
Beijing Forestry University,40605,Beijing,,China,Quandong Feng,A,Successful Participant
Nanjing University,40606,Nanjing,Jiangsu,China,Weihua Huang,A,Honorable Mention
Beihang Univeristy,40607,Beijing,Beijing,China,Sanxing Wu,B,Successful Participant
Nanjing University,40608,Nanjing,Jiangsu,China,Buyang Li,B,Successful Participant
Fujian Normal University,40609,Fuzhou,Fujian,China,ZHONGHUI OU,A,Successful Participant
Central University of Finance and Ecomomics,40610,Beijing,,China,Mu Lin,A,Honorable Mention
"China University of Petroleum, Beijing",40611,Beijing,,China,Xiaoming Pen,D,Meritorious
Tsinghua University,40612,Beijing,,China,Zhenbo Wang,B,Outstanding Winner
Fujian Normal University,40613,Fuzhou,Fujian,China,ZHONGHUI OU,B,Honorable Mention
North University of China,40614,Taiyuan,Shanxi,China,Yang Ming,A,Honorable Mention
Wuhan University,40615,Wuhan,Hubei,China,Yuanming Hu,A,Honorable Mention
Fujian Normal University,40616,Fuzhou,Fujian,China,ZHONGHUI OU,A,Successful Participant
minzu univercity of China,40617,Beijing,Beijing,China,zhang jianping,A,Successful Participant
Sichuan University,40618,Chengdu,Sichuan,China,Chang Liu,A,Successful Participant
Zhejiang University,40619,Hangzhou,Zhejiang,China,Tao Feng,A,Successful Participant
East China Normal University,40620,Shanghai,,China,Junna Bi,A,Honorable Mention
Central China Normal University,40621,Wuhan,Hubei,China,Bo Li,A,Honorable Mention
Wuhan University,40622,Wuhan,Hubei,China,anran wang,A,Honorable Mention
North University of China,40623,Taiyuan,Shanxi,China,Hou Qiang,A,Successful Participant
Dongbei University of Finance and Economics,40624,Dalian,Liaoning,China,Qingquan Wang,B,Successful Participant
North University of China,40625,Taiyuan,Shanxi,China,Zhang Feng,B,Successful Participant
North University of China,40627,Taiyuan,Shanxi,China,Xue Zhen,A,Successful Participant
East China Normal University,40628,ShangHai,,China,Zhao Hui,B,Successful Participant
Wenzhou University,40629,Wenzhou,Zhejiang,China,Xinze Lian,A,Honorable Mention
North University of China,40630,Taiyuan,Shanxi,China,Lei Yingjie,A,Honorable Mention
the Central University of Finance and Economics,40631,Beijing,Beijing,China,XiaoMing Fan,A,Honorable Mention
Fujian Normal University,40632,Fuzhou,Fujian,China,Minqing Xiao,A,Honorable Mention
Fujian Normal University,40633,Fuzhou,Fujian,China,Minqing Xiao,C,Successful Participant
Hunan University,40634,Changsha,Hunan,China,Han Luo,D,Successful Participant
Shanghai JiaoTong University,40635,Shanghai,Shanghai,China,Yue Zhou,B,Successful Participant
Fujian Normal University,40636,Fuzhou,Fujian,China,Minqing Xiao,A,Successful Participant
University of Delaware,40637,Newark,DE,USA,Pak-Wing Fok,A,Successful Participant
Fujian Normal University,40638,Fuzhou,Fujian,China,Qinghua Chen,B,Successful Participant
Fujian Normal University,40639,Fuzhou,Fujian,China,Qinghua Chen,A,Successful Participant
Wenzhou University,40640,Wenzhou,Zhejiang,China,Yong Luo,A,Honorable Mention
Fujian Normal University,40641,Fuzhou,Fujian,China,Qinghua Chen,A,Successful Participant
Kunming University,40642,Kunming,Yunnan,China,Tao Wang,B,Successful Participant
Fujian Normal University,40643,Fuzhou,Fujian,China,Qinghua Chen,A,Successful Participant
Xi'an University of Architecture and Technology,40644,Xi'an,shaanxi,China,Xiuyun Zheng,B,Successful Participant
Wenzhou University,40645,Wenzhou,Zhejiang,China,Ancha Xu,A,Honorable Mention
"China University of Petroleum, Beijing",40646,Beijing,,China,Xiaoguang Lu,D,Successful Participant
Fujian Normal University,40647,Fuzhou,Fujian,China,Jia Tang,D,Successful Participant
Wenzhou University,40648,Wenzhou,Zhejiang,China,Jinsong Fan,B,Successful Participant
Fujian Normal University,40649,Fuzhou,Fujian,China,Jia Tang,B,Successful Participant
Fujian Normal University,40650,Fuzhou,Fujian,China,Jia Tang,D,Honorable Mention
Wenzhou University,40651,Wenzhou,Zhejiang,China,Xiaoqin Zhang,B,Honorable Mention
Peking University,40652,Beijing,,China,Daquan Jiang,A,Successful Participant
Fujian Normal University,40653,Fuzhou,Fujian,China,Jia Tang,B,Successful Participant
ZaoZhuang University,40654,ZaoZhuang,ShanDong Province,China,ChangQing Lv,B,Successful Participant
Beihang Univeristy,40655,Beijing,Beijing,China,Wei Feng,B,Successful Participant
Shandong University,40656,Jinan,Shandong Province,China,Shuqian Zhu,A,Unsuccessful
Xidian University,40657,XI'AN,SHAANXI,China,Yinfeng Li,D,Successful Participant
Zhongnan University of Economics and Law,40658,Wuhan,Hubei,China,Hu Zhang,D,Successful Participant
Fujian Normal University,40659,Fuzhou,Fujian,China,Changfeng Ma,B,Successful Participant
University of Richmond,40660,RIchmond,VA,USA,William T Ross,B,Successful Participant
Rose-Hulman Institute of Technology,40661,Terre Haute,IN,USA,Joseph Eichholz,A,Honorable Mention
Fujian Normal University,40662,Fuzhou,Fujian,China,Changfeng Ma,A,Successful Participant
Fujian Normal University,40663,Fuzhou,Fujian,China,Changfeng Ma,A,Successful Participant
Fujian Normal University,40664,Fuzhou,Fujian,China,Changfeng Ma,D,Honorable Mention
Quantitative Economics Research Institute of Nankai University,40665,Tianjin,Tianjin,China,Hongmei Zhao,A,Meritorious
Institution of Mathematics;Northeastern University,40666,Shenyang,Liaoning,China,Shuni Song,A,Meritorious
Beihang Univeristy,40668,Beijing,,China,Haiyan Sun,A,Honorable Mention
Institution of Mathematics;Northeastern University,40669,Shenyang,Liaoning,China,Shuni Song,A,Honorable Mention
Beihang Univeristy,40670,Beijing,Beijing,China,Jian Ma,B,Successful Participant
east china university of political science and law,40671,shanghai,songjiang,China,yan xiao ming,C,Successful Participant
Shandong University,40672,Jinan,Shandong Province,China,Xiaodong Yang,A,Successful Participant
Institution of Mathematics;Northeastern University,40673,Shenyang,Liaoning,China,Shuni Song,A,Meritorious
College of Sciences ; Northeastern University,40674,Shenyang,Liaoning,China,Lianping Yang,A,Meritorious
College of Sciences ; Northeastern University,40675,Shenyang,Liaoning,China,Lianping Yang,B,Honorable Mention
North China Electric Power University,40676,Beijing,Beijing,China,Guotian Yang,B,Honorable Mention
College of Sciences ; Northeastern University,40677,Shenyang,Liaoning,China,Lianping Yang,A,Honorable Mention
Minzu Univercity of China,40678,Beijing,,China,Hong Liu,D,Successful Participant
Institution of Mathematics; Northeastern University,40679,Shenyang,Liaoning,China,Yanrui Sun,A,Honorable Mention
Institution of Mathematics; Northeastern University,40680,Shenyang,Liaoning,China,Yanrui Sun,A,Successful Participant
Nankai University,40681,TianJin,,China,Lin Li,A,Successful Participant
"China University of Petroleum, Beijing",40682,Beijing,,China,Yang Gao,A,Successful Participant
South University of Science and Technology of China,40683,Shenzhen,Guangdong,China,Jingzhi Li,A,Successful Participant
College of Sciences ; Northeastern University,40684,Shenyang,Liaoning,China,Yang Guo,B,Honorable Mention
University at Buffalo (SUNY),40685,Buffalo,NY,USA,Yorck I SommerhÃ¤user,B,Meritorious
College of Sciences ; Northeastern University,40686,Shenyang,Liaoning,China,Yang Guo,A,Honorable Mention
Roger Williams University,40687,Bristol,RI,USA,Hubert Noussi Kamdem,A,Successful Participant
College of Sciences ; Northeastern University,40688,Shenyang,Liaoning,China,Yang Guo,B,Honorable Mention
Nanjing University,40689,Nanjing,Jiangsu,China,Weihua Huang,A,Successful Participant
Institution of Mathematics;Northeastern University,40690,Shenyang,Liaoning,China,Yun Yang,A,Successful Participant
Institution of Mathematics;Northeastern University,40691,Shenyang,Liaoning,China,Yun Yang,A,Honorable Mention
College of Sciences,40692,Shenyang,Liaoning,China,Xinhui Shao,B,Honorable Mention
College of Sciences,40693,Shenyang,Liaoning,China,Xinhui Shao,A,Successful Participant
University of Science and Technology of China,40694,Hefei,Anhui,China,Yanxiang Zhang,B,Honorable Mention
College of Sciences ; Northeastern University,40695,Shenyang,Liaoning,China,Ying Sheng,A,Successful Participant
Northern Kentucky University,40696,Highland Heights,KY,USA,Lisa J Holden,A,Successful Participant
College of Sciences ; Northeastern University,40697,Shenyang,Liaoning,China,Ying Sheng,A,Successful Participant
Northern Kentucky University,40698,Highland Heights,KY,USA,Lisa J Holden,A,Unsuccessful
College of Sciences ; Northeastern University,40699,Shenyang,Liaoning,China,Cuiping Xue,A,Honorable Mention
College of Sciences ; Northeastern University,40700,Shenyang,Liaoning,China,Cuiping Xue,A,Honorable Mention
College of Sciences ; Northeastern University,40701,Shenyang,Liaoning,China,Cuiping Xue,A,Successful Participant
Beijing Normal University,40702,Beijing,,China,Yang Hai Huang,D,Successful Participant
Northern Kentucky University,40703,Highland Heights,KY,USA,Lisa J Holden,A,Successful Participant
Nankai University,40704,Tianjin,Tianjin,China,Liuling Li,A,Honorable Mention
College of Sciences ; Northeastern University,40705,Shenyang,Liaoning,China,Yanhua Yu,A,Honorable Mention
Northern Kentucky University,40706,Highland Heights,KY,USA,Lisa J Holden,A,Successful Participant
College of Sciences ; Northeastern University,40707,Shenyang,Liaoning,China,Yanhua Yu,A,Honorable Mention
College of Sciences ; Northeastern University,40708,Shenyang,Liaoning,China,Nan Feng,B,Honorable Mention
College of Sciences ; Northeastern University,40709,Shenyang,Liaoning,China,Nan Feng,B,Honorable Mention
College of Sciences ; Northeastern University,40710,Shenyang,Liaoning,China,Nan Feng,B,Successful Participant
Northeastern University,40711,Shenyang,Liaoning,China,Jingyi Liu,A,Successful Participant
Northeastern University,40712,Shenyang,Liaoning,China,Jingyi Liu,A,Successful Participant
Academy of Armored Forces Engineering,40713,Beijing,Beijing,China,Du Jian,A,Successful Participant
Northeastern University,40714,Shenyang,Liaoning,China,Jingyi Liu,B,Successful Participant
"College of Sciences, Northeastern University",40715,Shenyang,Liaoning,China,Jian Li,B,Successful Participant
"College of Sciences, Northeastern University",40716,Shenyang,Liaoning,China,Jian Li,B,Successful Participant
Northeastern University,40717,Shenyang,Liaoning,China,Gongshu Wang,A,Successful Participant
Northeastern University,40718,Shenyang,Liaoning,China,Gongshu Wang,A,Successful Participant
University of Nebraska-Lincoln,40719,Lincoln,NE,USA,Daniel Toundykov,A,Successful Participant
Institute of Systems Science; Northeastern University,40720,Shenyang,Liaoning,China,Ding Zhai,B,Meritorious
Institute of Systems Science; Northeastern University,40721,Shenyang,Liaoning,China,Ding Zhai,A,Successful Participant
Nankai University,40722,Tianjin,Tianjin,China,Ming Li,A,Honorable Mention
College of Sciences ; Northeastern University,40723,Shenyang,Liaoning,China,Jin Qian,B,Successful Participant
Academy of Armored Forces Engineering,40724,Beijing,Beijing,China,Du Jian,A,Unsuccessful
Hunan University,40725,Changsha,Hunan,China,Han Luo,A,Successful Participant
"China University of Petroleum, Beijing",40726,Beijing,,China,Ling Zhao,D,Honorable Mention
Hunan University,40727,Changsha,Hunan,China,Han Luo,A,Successful Participant
Colgate University,40728,Hamilton,NY,USA,Dan Schult,B,Honorable Mention
Grinnell College,40729,Grinnell,IA,USA,Alan R Wolf,D,Successful Participant
Colgate University,40730,Hamilton,NY,USA,Dan Schult,A,Meritorious
Grinnell College,40731,Grinnell,IA,USA,Alan R Wolf,B,Honorable Mention
Shippensburg University,40732,Shippensburg,PA,USA,Benjamin Galluzzo,D,Honorable Mention
Shippensburg University,40733,Shippensburg,PA,USA,Benjamin Galluzzo,A,Successful Participant
Harvey Mudd College,40734,Claremont,CA,USA,Susan E Martonosi,B,Successful Participant
Shippensburg University,40735,Shippensburg,PA,USA,Benjamin Galluzzo,B,Successful Participant
Harvey Mudd College,40736,Claremont,CA,USA,Susan E Martonosi,A,Honorable Mention
Harvey Mudd College,40737,Claremont,CA,USA,Susan E Martonosi,C,Finalist
Harvey Mudd College,40739,Claremont,CA,USA,Susan E Martonosi,A,Successful Participant
Harvey Mudd College,40740,Claremont,CA,USA,Susan E Martonosi,D,Meritorious
Harvey Mudd College,40741,Claremont,CA,USA,Susan E Martonosi,C,Meritorious
Harvey Mudd College,40742,Claremont,CA,USA,Susan E Martonosi,A,Meritorious
University of Puget Sound,40743,Tacoma,WA,USA,Michael Z. Spivey,A,Honorable Mention
University of Puget Sound,40744,Tacoma,WA,USA,Michael Z. Spivey,A,Successful Participant
University of Puget Sound,40745,Tacoma,WA,USA,Michael Z. Spivey,A,Successful Participant
Simpson College,40746,Indianola,IA,USA,Murphy Waggoner,A,Successful Participant
"California State University, Fullerton",40747,Fullerton,CA,USA,Laura M Smith,B,Successful Participant
Bryn Athyn College,40748,Bryn Athyn,PA,USA,Caira B Bongers,B,Successful Participant
Shanghai Jiao Tong University,40749,shanghai,shanghai,China,xiaomin wang,A,Successful Participant
Seattle Pacific University,40750,Seattle,WA,USA,Wai Lau,A,Meritorious
Belhaven University,40751,Jackson,MS,USA,John W Estes,A,Successful Participant
South Dakota School of Mines & Technology,40752,Rapid City,SD,USA,Kyle Riley,A,Successful Participant
University of Minnesota - Twin Cities,40753,"Minneapolis,",MN,USA,Ryan N Goh,A,Honorable Mention
Duquesne University,40754,Pittsburgh,PA,USA,Anna R Haensch,A,Successful Participant
Duquesne University,40755,Pittsburgh,PA,USA,Anna R Haensch,A,Successful Participant
Duquesne University,40756,Pittsburgh,PA,USA,Anna R Haensch,B,Successful Participant
Ulster University,40757,Bealfast,Northern Ireland,United Kingdom,Jia Zhai,D,Honorable Mention
Shippensburg University,40758,Shippensburg,PA,USA,Benjamin Galluzzo,A,Successful Participant
University of Wisconsin--River Falls,40759,River Falls,WI,USA,Kathy Tomlinson,B,Successful Participant
California Polytechnic State University,40760,San Luis Obispo,CA,USA,Charles D Camp,B,Meritorious
California Polytechnic State University,40761,San Luis Obispo,CA,USA,Charles D Camp,A,Honorable Mention
Dalhousie University,40762,Halifax,Nova Scotia,Canada,Dorette A Pronk,A,Successful Participant
